strategy,row_id,stage,purpose,correctness_score,generalizability_score,explainability_score,fail_reasons
hierarchical,e22751b24f2fd087,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,e22751b24f2fd087,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,e4dda71206cf700e,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,e4dda71206cf700e,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,e4e660bdea33ede2,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,e4e660bdea33ede2,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,e865e13d142b3282,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,e865e13d142b3282,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,efefa2fa3b6c6685,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,efefa2fa3b6c6685,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f03e0b5fcd298923,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f03e0b5fcd298923,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f4b7fbcf2fd600d8,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f4b7fbcf2fd600d8,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f51acb0e294033b0,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f51acb0e294033b0,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f5d00c4d9faa26b1,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f5d00c4d9faa26b1,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f7f0fe9b158bfc49,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f7f0fe9b158bfc49,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f806ff461babe232,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f806ff461babe232,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f8ac8735c653a08a,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f8ac8735c653a08a,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f9f6f930077c05b7,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,f9f6f930077c05b7,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,fc44ea8611497ca0,architect,solver_baseline_selection,0.0,0.6,0.18,"['solver_mismatch', 'case_mismatch', 'warn_signal', 'literal_case_in_prompt']"
hierarchical,fc44ea8611497ca0,input_writer,inputs_selection,0.0,0.6,0.18,"['inputs_mismatch', 'warn_signal', 'literal_case_in_prompt']"
