id,title,impl,dry,unit,integration,oracle,mock_fidelity,confidence,risk
[UNNUMBERED-001],Orchestration complexity <=10,src/services/sweep_orchestrator.py::orchestrate_sweep,DRY,tests/unit/test_graph_execution.py::TestGraphExecutionEngine.test_recursion_limit_set_to_50,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_pelelmex_jicf_short,ALIGNED,LOW,"`radon` is unavailable, so complexity threshold is not directly measured."
[UNNUMBERED-001],Benchmark builder complexity,src/benchmark_runner.py::_derive_benchmark_metrics_fields,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_contains_schema_valid_field,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_distribution_is_balanced,ABSENT,ALIGNED,LOW,Complexity threshold is asserted indirectly via tests but not measured with `radon` here.
[UNNUMBERED-001],Global function complexity,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,No repo-level complexity gate was found and `radon` is unavailable in this environment.
[UNNUMBERED-002],Radon complexity evidence,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,`radon` binary is missing (`command -v radon` returned no path).
[UNNUMBERED-002],New file size discipline,src/services/sweep_orchestrator.py::_coerce_status,DRY,tests/unit/test_rule_engine_orchestrator.py::TestRuleEngineValidate.test_validate_passes_correct_context,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,NO_UNIT_TEST,MEDIUM,"Helper extraction exists in some large modules, but no CI guard enforces this rule globally."
[UNNUMBERED-002],Backward-compatible output keys,src/benchmark_runner.py::_write_jsonl,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_no_new_required_field_breaks_existing,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_distribution_is_balanced,ABSENT,ALIGNED,HIGH,Integration coverage for exact key stability across all downstream consumers is limited.
[UNNUMBERED-002],Parser/validator mode unit tests,src/main.py::parse_args,DRY,tests/unit/test_cli.py::TestCLIEntryPoint.test_run_mode_flag_sets_config,tests/integration/test_schema_validator_integration.py::test_schema_validator_flags_type_mismatch_and_syntax,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_pelelmex_jicf_short,ALIGNED,MEDIUM,"Parser modes are well-tested, but exhaustive validator mode-by-mode matrix coverage is partial."
[UNNUMBERED-003],Amendment module decomposition,src/models/graph_state_canonical.py::GraphState,DRY,tests/unit/test_graph_state_init.py::test_graph_state_has_b1_b2_defaults,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,ALIGNED,MEDIUM,"Comments indicate stateless additive design, but no explicit amendment-size enforcement exists."
[UNNUMBERED-003],Per-phase unit and fan-out/fan-in integration,src/main.py::create_amrex_agent_graph,DRY,tests/unit/test_graph_wiring.py::TestGraphConditionalWiring.test_analysis_has_conditional_edges,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_pelelmex_jicf_short,ALIGNED,HIGH,E2E fan-out coverage is lightweight versus production-scale sweeps.
[UNNUMBERED-004],Unit+integration for node/service paths,src/nodes/architect_node.py::architect_node,DRY,tests/unit/test_architect_node.py::test_success_maps_plan_and_baseline,tests/integration/test_input_writer_pipeline.py::TestInputWriterPipelineIntegration.test_full_pipeline_load_modify_write_pelec,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_pelelmex_jicf_short,ALIGNED,MEDIUM,“each new path” cannot be fully proven without change-scoped metadata.
[UNNUMBERED-005],Stateless deployment,src/models/graph_state_canonical.py::GraphState,DRY,tests/unit/test_graph_state_init.py::test_b1_b2_defaults_are_additive,tests/integration/test_infrastructure.py::TestIntegrationInfrastructure.test_l1_state_has_required_fields,ABSENT,ALIGNED,HIGH,SQLite store schema is stable but still a persisted state surface requiring upgrade caution.
[F4.3],Orchestration options assessment section,docs/PRD/PRD_v2605.md::20.4 section,DRY,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"Requirement appears in PRD text, but no dedicated implementation artifact was found in docs outside PRD."
[F5.1],Mapping reference,docs/PRD/PRD_v2605.md::F5.1 mapping rows,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,"Mapping statement is present in PRD, but no executable acceptance check was identified."
[F5.2],Mapping reference,docs/PRD/PRD_v2605.md::F5.2 mapping rows,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,Mapping statement is documentation-only with no direct code-level verifier.
[F5.3],Extensibility and interoperability section,docs/PRD/PRD_v2605.md::20.5 section,DRY,tests/unit/test_mcp_tools.py::test_mcp_execute_workflow_runs_steps_in_order,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,MEDIUM,Interoperability exists for MCP; broader alternatives matrix is not executable.
[F5.3],Interface via new nodes or MCP/A2A workflows,src/graph.py::create_graph,DRY,tests/unit/test_graph_wiring.py::TestIntentClarificationWiring.test_intent_extraction_node_in_graph,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_pelelmex_jicf_short,ALIGNED,MEDIUM,A2A-specific workflow coverage appears limited relative to MCP path coverage.
[F5.3],New code integration <=300 LOC + solver config,database/configs/__init__.py::discover_code_configs,DRY,tests/unit/test_config_factory_edge_cases.py::test_create_from_schema_skips_cpp_expression_default,tests/integration/test_config_model_factory_integration.py::test_hydrate_skips_cpp_expression_value,ABSENT,ALIGNED,LOW,"Solver config extension is implemented, but explicit LOC<=300 compliance is not automatically enforced."
[F5.3],External calls schema-validated + logged history,src/mcp_tools.py::get_tool_specs,DRY,tests/unit/test_mcp_tools.py::test_mcp_execute_workflow_defaults_steps,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,MEDIUM,"Schema validation is explicit for contracts, but per-call workflow_history linkage is not uniformly asserted for every tool."
[F5.3],A2A retries + error propagation,src/services/sweep_orchestrator.py::_advance_status,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_baseline_on_schema_missing,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,ALIGNED,MEDIUM,"Retry/error propagation is implemented for sweep orchestration, but explicit A2A protocol harness coverage is limited."
[F5.3],"Schema-driven, observable, reproducible integrations",tests/quality/test_mcp_contract_schemas.py::test_mcp_contract_examples_match_sch,DRY,tests/unit/test_workflow_store.py::test_workflow_store_roundtrip,tests/integration/test_contract_state_pollution.py::TestDownstreamNodeDataAccess.test_reviewer_reads_from_architect_details,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_pelelmex_jicf_short,ALIGNED,MEDIUM,Observability and schema checks are strong; reproducibility guarantees are partial outside benchmark harness.
[F6.1],Documentation mapping,docs/PRD/PRD_v2605.md::F6.1 mapping rows,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,Mapping-only statement has no direct executable validation artifact.
[F6.2],Standards and capability alignment section,docs/standards.md::Standards checklist and evidence mapping,DRY,tests/unit/test_component5f_standards.py::test_metadata_keys_standard,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,HIGH,"Standards coverage table is documented, but some rows point to aspirational follow-up tasks."
[F6.2],Capability reporting breadth,docs/standards.md::Capability coverage (Agents4Science-aligned),DRY,tests/unit/test_component5f_standards.py::test_metadata_dict_structure,ABSENT,ABSENT,NO_UNIT_TEST,MEDIUM,Capability reporting exists in docs; runtime telemetry-level proof is incomplete.
[F6.2],Required behavior traceability,docs/standards.md::Standards to feature/test mapping,DRY,tests/unit/test_component5f_standards.py::test_function_parameters_consistent,tests/integration/test_contract_state_pollution.py::TestDownstreamNodeDataAccess.test_reviewer_reads_from_architect_details,ABSENT,ALIGNED,HIGH,Traceability is documentation-centric and can drift without periodic automated checks.
[F6.2],Standards checklist mapped to evidence,docs/standards.md::Standards checklist and evidence mapping,DRY,tests/unit/test_component5f_standards.py::test_metadata_portability,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,Mapping quality depends on manual maintenance of evidence links.
[F6.2],Agents4Science capability table,docs/standards.md::Agents4Science capability stages (reference),DRY,tests/unit/test_component5f_standards.py::test_deprecated_keys_aliased,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,External taxonomy updates could age the table without automated sync.
[F6.2],Gap flagging with plan/risk notes,docs/standards.md::Gaps and risk notes,DRY,tests/unit/test_component5f_standards.py::test_no_internal_vars_in_metadata,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,Gap status can become stale if not tied to release gates.
[UNNUMBERED-001],Instrumentation scope creep risk,src/utils/metrics.py::metrics_extra,DRY,tests/unit/test_metrics_collector.py::test_metrics_collector_aggregates_llm_tokens,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,ALIGNED,MEDIUM,Metric hooks exist but complete table-level coverage is not yet demonstrably 100%.
[UNNUMBERED-002],Claim/evidence/gap table structure,docs/standards.md::Structured gap log,DRY,tests/unit/test_component5f_standards.py::test_metadata_dict_structure,ABSENT,ABSENT,NO_UNIT_TEST,MEDIUM,Table exists but not all claims have machine-checked evidence completeness.
[UNNUMBERED-003],Required capability (v26.05),docs/PRD/PRD_v2605.md::required capability sections,DRY,tests/unit/test_component5f_standards.py::test_metadata_portability,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"Criterion text is broad and truncated, so implementation mapping is partially inferential."
[UNNUMBERED-004],Provider dependency risk,src/config.py::AMReXAgentConfig,DRY,tests/unit/test_architect_llm_fallback.py::test_llm_fallback_structured_returns_none_on_error,tests/integration/test_infrastructure.py::TestIntegrationInfrastructure.test_integration_level_detection,ABSENT,ALIGNED,MEDIUM,"Multi-provider fallback exists, but operational dependency risk still depends on runtime credentials."
[UNNUMBERED-005],Required evidence (v26.05),docs/PRD/PRD_v2605.md::evidence sections,DRY,tests/unit/test_component5f_standards.py::test_metadata_keys_standard,ABSENT,ABSENT,NO_UNIT_TEST,LOW,Broad requirement with truncated context limits precise verifiability.
[UNNUMBERED-006],Validation overhead risk,src/utils/gate.py::run_preconfirm_gate,DRY,tests/unit/test_gate_approvals_state.py::test_gate_approval_record_validates_correctly,tests/integration/test_infrastructure.py::TestIntegrationInfrastructure.test_l1_state_has_required_fields,ABSENT,ALIGNED,MEDIUM,Manual verification path exists but policy automation for HPC admission appears partial.
[UNNUMBERED-007],Camera-ready metric objective,src/benchmark_runner.py::run_model_benchmark,DRY,tests/unit/test_benchmark_runner.py::test_run_model_benchmark_writes_manifest_and_metrics,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,ALIGNED,MEDIUM,Metric capture is broad but “complete for Tables 1-5” is not explicitly asserted by a single acceptance test.
[UNNUMBERED-008],Rationale for arXiv-grade evidence,scripts/compare_models.py::main,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_wall_time_seconds_present,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_distribution_is_balanced,ABSENT,ALIGNED,MEDIUM,"Benchmark plumbing exists, but explicit ablation-comparison acceptance checks are limited."
[UNNUMBERED-009],Gate 2 actuals,src/policy/gate_policy.py::evaluate_gate_policy,DRY,tests/unit/test_gate_approvals_state.py::test_gate_approval_record_validates_correctly,tests/integration/test_infrastructure.py::TestIntegrationInfrastructure.test_l1_state_has_required_fields,ABSENT,ALIGNED,LOW,"Gate wording is truncated, so exact “actuals must match” target is not fully verifiable from this criterion line alone."
[UNNUMBERED-010],Interactive gating and evidence capture,src/interactive_service.py::invoke_tool,DRY,tests/unit/test_interactive_service.py::test_invoke_tool_writes_gate_approval_record,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_list_tools_and_validate_inputs,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,ALIGNED,MEDIUM,"Retrieval evidence is recorded indirectly (history/plan fields), not as a single explicit audit payload."
[UNNUMBERED-011],L0/L2 consistency,src/services/architect.py::ArchitectService.select_solver,DRY,tests/unit/test_architect_node_history.py::test_history_includes_level0_and_level2_override_trace,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,ALIGNED,HIGH,L2 evidence quality still depends on local index quality/availability.
[UNNUMBERED-012],metrics.jsonl strategy and iteration,src/benchmark_runner.py::_derive_iteration_fields,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_iteration_count_present,tests/integration/test_oracle_benchmarks.py::test_benchmark_harness_generates_metrics_bundle,tests/e2e/test_readme_command_runner.py::test_readme_commands_registry_entries_execute,DRIFTED,MEDIUM,"Iteration is explicit, but strategy may be absent unless upstream payload includes retrieval/indexing strategy fields."
[UNNUMBERED-013],README rationale,README.md::(strategy and baseline override sections),DRY,ABSENT,tests/e2e/test_readme_command_registry.py::test_registry_points_to_existing_targets,tests/e2e/test_readme_command_runner.py::test_readme_commands_registry_entries_execute,NO_UNIT_TEST,MEDIUM,README covers behavior but does not fully tie rationale back to every PRD acceptance clause.
[UNNUMBERED-014],Solver disambiguation alternatives,src/services/architect.py::ArchitectService.select_solver,DRY,tests/unit/test_architect_solver_selection.py::test_level0_confidence_threshold,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,ALIGNED,LOW,Solver alternatives/rejection rationale are not exposed as a structured alternatives list.
[UNNUMBERED-015],Alternatives with rejection reasons,src/services/architect.py::ArchitectService.select_baseline,DRY,tests/unit/test_architect_baseline_selection.py::test_level2_fallback_ranking,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"Candidates are listed, but explicit rejected-alternative reasoning is not implemented."
[UNNUMBERED-016],L0 citations and confidence,src/services/architect.py::ArchitectService.select_solver,DRY,tests/unit/test_architect_node_history.py::test_history_includes_level0_and_level2_override_trace,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,ABSENT,ALIGNED,LOW,Confidence is present but source citation granularity (document-level L0 citations) is missing.
[UNNUMBERED-017],User sees context before approval,src/utils/gate.py::run_preconfirm_gate,DRY,tests/unit/test_interactive_service.py::test_preconfirm_gate_writes_gate_approval_record,ABSENT,ABSENT,ALIGNED,MEDIUM,"CLI preconfirm prints context, but MCP gating returns structured gate status without a rich context preview channel."
[UNNUMBERED-018],Gate 6 reviewer threshold,src/services/validators/physics_validator.py::PhysicsValidator.validate,DRY,tests/unit/test_physics_validator.py::test_rule_engine_error_is_reported,ABSENT,ABSENT,NO_UNIT_TEST,LOW,No explicit measured Gate 6 recall metric test asserting the ≥90% threshold.
[UNNUMBERED-019],Physics inconsistency validation and fixes,src/services/validators/physics_validator.py::PhysicsValidator.validate,DRY,tests/unit/test_physics_validator.py::test_rejects_multiple_solvers,tests/integration/l5_full_pipeline/test_schema_validation.py::test_pipeline_rejects_invalid_schema,ABSENT,DRIFTED,MEDIUM,"Validation catches inconsistencies, but actionable fix quality depends on rule message quality and is uneven across solvers."
[UNNUMBERED-020],≥90% injected physics errors caught,src/services/validators/physics_validator.py::PhysicsValidator.validate,DRY,tests/unit/test_physics_validator.py::test_rejects_unknown_solver,ABSENT,ABSENT,NO_UNIT_TEST,LOW,No test or benchmark computes/locks an injected-error catch-rate at or above 90%.
[UNNUMBERED-021],Fix suggestions include evidence,src/services/rules/base.py::RuleViolation,DRY,tests/unit/test_feedback_generator.py::test_generates_actionable_feedback,ABSENT,ABSENT,NO_UNIT_TEST,MEDIUM,"Suggested fixes exist via `RuleViolation.suggested_fix`, but explicit evidence linkage is inconsistent."
[UNNUMBERED-022],Structured validation metrics,src/benchmark_runner.py::_derive_validation_fields,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_contains_physics_valid_field,tests/integration/helpers/schema_validator.py::validate_graph_state_schema,tests/e2e/test_readme_command_runner.py::test_readme_commands_registry_entries_execute,DRIFTED,HIGH,"Structured fields exist, but coverage depends on review payload completeness."
[UNNUMBERED-023],Use case to artifact mapping,docs/coverage_map.md::(coverage mapping sections),DUPLICATED,ABSENT,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_benchmark_alignment_contract,ABSENT,NO_UNIT_TEST,LOW,Mapping is partial and not enforced as a strict one-to-one requirement for every new use case.
[UNNUMBERED-024],Use case references artifact,docs/deployment_readiness.md::(testing strategy table),DUPLICATED,tests/quality/test_standards.py::test_contract_test_paths_exist,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"Documentation references many artifacts, but no automated check guarantees every use case has one."
[UNNUMBERED-025],UC4-UC7 cost and iteration metrics,src/benchmark_runner.py::_derive_iteration_fields,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_iteration_count_present,tests/integration/test_oracle_benchmarks.py::test_benchmark_harness_generates_metrics_bundle,ABSENT,DRIFTED,MEDIUM,"Iteration metrics are measurable, but UC4-UC7 traceability tags are not explicitly encoded in metric records."
[UNNUMBERED-026],Use case trace to Phase 1 feature IDs,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,No code/doc artifact was found that enforces use-case-to-Phase-1 feature-ID traceability.
[UNNUMBERED-027],A2A sweeps reuse baseline and track costs,src/services/sweep_orchestrator.py::orchestrate_sweep,DRY,tests/unit/test_orchestrator.py::test_execution_sweep_architect_runs_once,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,NO_UNIT_TEST,MEDIUM,"Baseline reuse and aggregation exist, but cost tracking for sweeps is not complete."
[UNNUMBERED-028],Baseline planned once and reused,src/services/sweep_orchestrator.py::orchestrate_sweep,DRY,tests/unit/test_orchestrator.py::test_execution_sweep_architect_runs_once,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,NO_UNIT_TEST,HIGH,Reuse assumes child-specific plan mutations do not require re-planning for every parameter.
[UNNUMBERED-029],Sweep savings vs naive,scripts/aggregate_metrics.py::_group_summary,DRY,tests/unit/test_result_aggregator.py::test_successful_children_aggregated,ABSENT,ABSENT,NO_UNIT_TEST,LOW,Sweep summaries aggregate metrics but do not compute explicit naive-vs-sweep savings deltas.
[UNNUMBERED-030],Post-run aggregated outputs,src/services/result_aggregator.py::aggregate_results,DRY,tests/unit/test_result_aggregator.py::test_summary_json_has_required_keys,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,NO_UNIT_TEST,HIGH,Aggregation works when child result summaries are present and well-formed.
[UNNUMBERED-031],Camera-ready and node contract alignment,docs/standards.md::(contract and test mapping),DUPLICATED,tests/integration/test_contract_state_pollution.py::TestContractSpecCompliance.test_architect_contract_specifies_no_pollution,tests/integration/test_contract_state_pollution.py::TestContractSpecCompliance.test_contracts_enforce_workflow_history_reading,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,ALIGNED,MEDIUM,"Contract checks exist, but camera-ready quantitative alignment is not comprehensively machine-enforced."
[UNNUMBERED-032],MCP shared indices/isolation/inheritance,src/mcp_tools.py::mcp_query_knowledge,DRY,tests/unit/test_workflow_store.py::test_workflow_store_roundtrip,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_list_tools_and_validate_inputs,ABSENT,ALIGNED,LOW,"Isolation is implemented, but explicit parent-child inheritance semantics are minimal and not benchmarked."
[UNNUMBERED-033],No concurrent state collisions,src/services/workflow_store.py::WorkflowStore._connect,DRY,tests/unit/test_workflow_store.py::test_concurrent_sweep_writes_do_not_corrupt,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,MEDIUM,"WAL and session keying are present, but no stress test demonstrates 3-5+ concurrent live writers under load."
[UNNUMBERED-034],Inheritance cost reduction target,src/session_manager.py::merge_session_context,DRY,tests/unit/test_mcp_tools.py::test_mcp_execute_workflow_runs_steps_in_order,ABSENT,ABSENT,NO_UNIT_TEST,NONE,No metric or benchmark asserts a measured ≥60% planning cost reduction from inheritance.
[UNNUMBERED-035],Metrics Endpoint Workflow/Cost Summary,src/utils/metrics.py::MetricsCollector.build_workflow_summary,DRY,tests/unit/test_metrics_collector.py::test_metrics_collector_aggregates_llm_tokens,ABSENT,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,NO_UNIT_TEST,MEDIUM,"metrics are persisted as JSONL summaries, but no dedicated MCP/API metrics endpoint is explicitly implemented."
[UNNUMBERED-037],UC Summary Traceability Requirement,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,use-case mapping exists narratively in PRD text but no executable traceability enforcement was found.
[UNNUMBERED-038],UC Row Has Traceable Artifact,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"PRD includes references, but no code-level check guarantees every UC row has a current artifact link."
[UNNUMBERED-039],UC8-UC20 Metrics Defined/Measurable,src/benchmark_runner.py::_write_jsonl,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_contains_schema_valid_field,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,NO_UNIT_TEST,MEDIUM,"benchmark metric fields are emitted, but direct UC8-UC20-to-metric coverage assertions are not enforced in one place."
[UNNUMBERED-040],Cross-References Include Feature IDs,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,feature-ID cross-references are documentation-only and are not validated by tooling.
[UNNUMBERED-041],Edge Cases Deterministic/User-Guided/Logged,src/nodes/clarification_node.py::clarification_node,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_inputs_on_persistent_unknowns,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_max_retries_enforced,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution.test_happy_path_full_workflow,DRIFTED,HIGH,schema typing mismatch for clarification payload shape can still cause contract drift.
[UNNUMBERED-042],Ambiguous Prompts Guided Refinement,src/nodes/clarification_node.py::_check_level_2_physics_ambiguity,DRY,tests/unit/test_clarification_node.py::TestDecisionLevels.test_level_2_physics_ambiguity_requires_priority,tests/integration/test_clarification_recovery.py::TestAmbiguousPromptEntersClarification.test_missing_required_field_routes_to_clarification,ABSENT,DRIFTED,MEDIUM,"ambiguous-prompt guidance exists, but example richness is not consistently asserted in tests."
[UNNUMBERED-043],Unsupported Physics Graceful Alternatives/Failure,src/services/architect.py::ArchitectService.select_solver,DRY,tests/unit/test_physics_validator.py::TestPhysicsValidator.test_rejects_unknown_solver,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_reviewer_rejection_triggers_retry,ABSENT,NO_UNIT_TEST,MEDIUM,"graceful failure path is strong, but explicit alternative suggestion quality depends on heuristic/LLM guidance."
[UNNUMBERED-044],Retries Bounded and Taxonomy-Logged,src/router_func.py::route_after_reviewer,DRY,tests/unit/test_router_logic.py::TestGraphRoutingLogic.test_route_after_reviewer_max_retries_exceeded,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_max_retries_enforced,ABSENT,ALIGNED,HIGH,"taxonomy semantics are encoded via rule names/reasons, but no single explicit taxonomy schema contract is enforced."
[UNNUMBERED-045],Deterministic Benchmark Baseline Repro,database/indexing/level0_searcher.py::Level0Searcher.search,DRY,ABSENT,tests/integration/test_oracle_benchmarks.py::test_squall_line_no_level0_regression,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,NO_UNIT_TEST,MEDIUM,"deterministic behavior is primarily test-scaffolded (hash embedder), not exposed as a first-class runtime benchmark mode toggle."
[UNNUMBERED-046],Critical Path Features Section,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,this is a PRD planning section header with no executable implementation artifact.
[UNNUMBERED-047],Unattended Execution Robust Edge Handling,src/main.py::main,DUPLICATED,tests/unit/test_router_logic.py::TestGraphRoutingLogic.test_route_after_reviewer_max_retries_exceeded,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_error_history_tracking,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution.test_happy_path_full_workflow,ALIGNED,MEDIUM,broad robustness claim exceeds current explicit coverage for all edge-case classes.
[UNNUMBERED-048],Out-of-Scope Excluded from v26.05 Validation,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,exclusion boundaries are documented but not machine-enforced by validation tooling.
[UNNUMBERED-049],Scope Boundaries Align Camera-Ready,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,camera-ready alignment exists in PRD narrative without a dedicated enforcement test.
[UNNUMBERED-050],Feature Blocks Must Include Tests/Fixtures,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,no linter/checker was found to enforce this documentation format requirement.
[UNNUMBERED-051],Features Include Explicit Test/Fixture Mapping,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,mapping appears in PRD content but has no automated consistency check.
[UNNUMBERED-052],Impl Locations and Tests Kept in Sync,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,no synchronization/verification script was found to guard doc-to-code drift.
[UNNUMBERED-053],Alternative Rejection Reasons Comprehensive,src/services/architect.py::ArchitectService.select_baseline,DUPLICATED,tests/unit/test_architect_baseline_selection.py::TestLevel2FallbackRanking.test_level2_fallback_ranking,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_reviewer_rejection_triggers_retry,ABSENT,DRIFTED,MEDIUM,rejection rationale quality is partly heuristic and lacks comprehensive domain-grounded assertions.
[UNNUMBERED-054],Manual CSV Creation Requirement,scripts/aggregate_metrics.py::main,DRY,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,MEDIUM,"repository now includes aggregation scripts, so PRD statement about required manual CSV creation appears stale."
[UNNUMBERED-055],Level-4 Depth Guidance,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,this is authoring guidance text with no executable enforcement.
[UNNUMBERED-056],Consistency Checklist: Required Behavior Item,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,checklist guidance is not validated by a documentation lint/CI rule.
[UNNUMBERED-057],Consistency Checklist: Implementation Locations Item,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,no automatic check ensures every relevant section includes implementation-location pointers.
[UNNUMBERED-058],Story 2 Maria Baseline Case,src/services/architect.py::ArchitectService.select_solver,DRY,tests/unit/test_architect_baseline_selection.py::TestLevel2BaselineScoring.test_level2_baseline_scoring,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,tests/integration/test_oracle_benchmarks.py::test_squall_line_no_level0_regression,NO_UNIT_TEST,HIGH,"story-specific PMF/FlameSheet expectations are tested, but validation depth still depends on available local indices/catalog completeness."
[UNNUMBERED-059],Story 3 Grid Refinement vs Blocking Factors,src/services/rules/common.py::GridConsistencyRule.check,DRY,tests/unit/test_rule_engine_orchestrator.py::TestRuleEngineEnforce.test_enforce_auto_corrects_fixable,tests/integration/test_input_writer_pipeline.py::TestInputWriterPipeline.test_rule_engine_auto_correction_pelec,ABSENT,NO_UNIT_TEST,MEDIUM,"blocking-factor consistency is enforced, but explicit `ref_ratio` mismatch warning coverage is weaker than the PRD wording."
